ID,Address,City,State,Zip Code,Census Tract,BBL
19185,325 West 93rd Street,New York,NY,10025,36061017900,1-01252-0038
19186,2475 Palisade Avenue,Bronx,NY,10463,36005029301,0
19187,148 West 28th Street,New York,NY,10001,36061009500,1-00803-0065
19188,2955 East 196th Street,Bronx,NY,10461,36005030000,2-04251-0001
19189,325 West 93rd Street,New York,NY,10025,36061017900,1-01252-0038
19190,2475 Palisade Avenue,Bronx,NY,10463,36005029301,2-05716-0287
19191,148 West 28th Street,New York,NY,10001,36061009500,1-00803-0065
19192,775 Jennings Street,Bronx,NY,10459,36005015100,2029620046
19193,34-52 Carroll Steet,Brooklyn,NY,11231,36047005100,3003527501
19194,139 East 79th Street,New York,NY,10075,36061014000,1-01508-0016
19195,132 East 72nd Street,New York,NY,10021,36061012800,1-01406-0061
19196,84 White Street,New York,NY,10013,36061003100,1-00195-0027
19197,330 East 72nd Street,New York,NY,10021,36061012601,1-01446-7503
19198,42 West 13th Street,New York,NY,10011,36061006300,1-00576-0016
19199,3205 81 St,Queens,NY,11370,0,4-01177-0001
19200,2260 Bronx Park East,Bronx,NY,10467,36005033201,2-04340-0001
19201,1534 Selwyn Ave,Bronx,NY,10457,36005022500,2-02820-0009
19202,1 Tiffany Place,Brooklyn,NY,11231,36047004700,3-00320-7501
19203,86-10 151st Ave,"Howard Beach,Jamaica",NY,11414,36081006201,4-11431-0015
19204,802 11th Ave,New York,NY,10019,36061013502,1-01084-0001
19205,"45 John St, New York, NY 10038",New York,NY,10038,36061001502,1-00078-7508
19206,1806 VYSE AVENUE,BRONX,NY,10460,36005016100,2029980018
19207,305 E 80th St,New York,NY,10075,36061013800,1015430005
19208,545 Broadway,Brooklyn,NY,11206,36047049100,3030760006
19209,1662 Cropsey Ave,Brooklyn,NY,11214,36047017400,3064610036
19210,119 Cortelyou Ave,Staten Island,NY,10312,36085014607,5-05491-7501
19211,366 West 11th Street,New York,NY,10014,36061007500,1-00637-7502
19212,"530 WEST 236 STREET,",BRONX,NY,10463,36005029500,2-05792-0430
19213,1197 Grand Concourse,Bronx,NY,10452,36005019700,2-02463-0046
19214,105 Lexington Ave,Brooklyn,NY,11238,36047023300,3-01967-7504
19215,11 Rivington Street,New York,NY,10002,36061001800,1-00425-0023
19216,2676 W 3rd St,Brooklyn,NY,11223,36047037402,3-07233-0115
19217,148-09 Northern Blvd,Flushing,NY,11354,36081116301,4-05328-0015
19218,302 Marine Ave,Brooklyn,NY,11209,36047005602,3061300006
19219,286 STANHOPE STREET,Brooklyn,NY,11237,36047044300,3032707501
19220,490 EAST 181 STREET,Bronx,NY,10457,36005039500,2030470014
19221,111 Steuben Street,Brooklyn,NY,11205,36047019100,3-01894-7501
19222,419 WEST 34 STREET,New York,NY,10001,36061011100,1007320025
19223,2283 3 AVENUE,New York,NY,10035,36061024200,1-01789-0001
19224,3 Mitchell Place,New York,NY,10017,0,1-01361-0001
19225,155-17 Sanford Ave,Flushing,NY,11355,36081116700,4-00654-0034
19226,24-51 38th St,Astoria,NY,11103,36081014300,4-00654-0029
19227,24-65 38th St,Long Island City,NY,11103,36081014300,4-00654-0024
19228,24-75 38th St,Long Island City,NY,11101,36081014300,4-01312-0043
19229,6113 5th Ave,Brooklyn,NY,11220,36047012200,1-00590-0034
19230,7 Cornelia St,New Yok,NY,10014,36061006700,1-00997-0047
19231,812 Snediker Ave,Brooklyn,NY,11207,36047109800,3038810040
19232,32-86 41st St,Queens,NY,11103,36081015700,4-00676-7501
19233,63 Bokee Ct,Brooklyn,NY,11223,36047037402,3-07232-0001
19234,41-42 73rd St,Flushing,NY,11377,36081026501,4-05102-0029
19235,9330 Vanwyck Expr,Queens,NY,11418,0,4-09375-0212
19236,109 Spring St,New Yok,NY,10012,36061004900,1-00499-0037
19237,285 W Broadway,New Yok,NY,10013,36061003300,1-00211-0018
19238,3044 ALBANY CRESCENT,BRONX,NY,10463,36005027700,2032660090
19239,48-05 Van Dam St,Long Island City,NY,11101,36081019901,4-00259-0014
19240,202 E 91st St,Brooklyn,NY,11212,36047086600,3-04626-0006
19241,2604 3rd Ave,Bronx,NY,10454,36005003900,2023150001
19242,608 Rugby Rd,Brooklyn,NY,11230,36047052000,3-05234-0016
19243,2758 Cruger Ave,Bronx,NY,10467,36005033801,2-04510-0028
19244,574 ST NICHOLAS AVENUE,MANHATTAN,NY,10030,36061022102,1020480016
19245,142 SOUTH 9 STREET,BROOKLYN,NY,11211,36047054700,3021470021
19246,97 SEAMAN AVENUE,MANHATTAN,NY,10034,36061029500,1022390017
19247,3569 DEKALB AVENUE,BRONX,NY,10467,36005043101,2033290040
19248,21 EAST 2 STREET,NY,NY,10003,36061003602,1004570020
19249,3015 Brighton 6th St,Brooklyn,NY,11235,36047036200,3086767503
19250,2707 Emmons Ave,Brooklyn,NY,11235,36047060800,3087900059
19251,190 SOUTH 8 STREET,BROOKLYN,NY,11211,36047052500,3021390014
19252,1996 GLEASON AVENUE,BRONX,NY,10472,36005007200,2037920042
19253,80 ST NICHOLAS PLACE,MANHATTAN,NY,10032,0,1020540075
19254,89 SEAMAN AVENUE,MANHATTAN,NY,10034,36061029500,1022390013
19255,1990 GLEASON AVENUE,BRONX,NY,10472,36005007200,2037920037
19256,185 Broadway,NY,NY,11211,36047054900,3024460051
19257,132 Perry St,New York,NY,10014,36061007500,1006327503
19258,21-01 41st Avenue,Queens,NY,11101,36081003302,4004100001
19259,951 Brook Ave,Bronx,NY,10451,36005014300,2023910001
19260,48-24 33rd Street,Queens,NY,11101,36081019901,4002580038
19261,564 West 125th Street,New York,NY,10027,36061021100,1019800075
19262,47-01 Queens Boulevard,Queens,NY,11104,36081025301,4001400010
19263,2685 VALENTINE AVENUE,BRONX,NY,10458,36005040302,2033040061
19264,560 WEST 151 STREET,MANHATTAN,NY,10031,36061023700,1020820057
19265,163-07 CROCHERON AVENUE,QUEENS,NY,11358,36081117100,4052830001
19266,40-07 73 Street,Queens,NY,11377,36081026501,4013057501
19267,555 Kingston Ave,Brooklyn,NY,11203,36047081000,3048040001
19268,532 W 122nd St,New York,NY,10027,36061020300,1019760056
19269,362 Linden Blvd,Brooklyn,NY,11203,36047081600,3048710001
19270,200 STERLING PLACE,BROOKLYN,NY,11238,36047015900,3011690009
19271,78-21 37th Avenue,Queens,NY,11372,36081028500,4012780038
19272,69-07 43 AVENUE,QUEENS,NY,11377,36081048302,4013497501
19273,237 Madison Ave,New York,NY,10016,36061008200,1008670020
19274,99 Clinton St,Brooklyn,NY,11201,36047000900,3002550025
19275,117 E 77th St,New York,NY,10075,36061014000,1014120012
19276,231 E 94th St,New York,NY,10128,36061015601,1015400014
19277,160 W 10th St,New York,NY,10014,36061007300,1006100017
19278,1000 Shepherd Avenue,Brooklyn,NY,11208,36047107800,3044070030
19279,35-02 36 AVENUE,Queens,NY,11106,36081005500,4006350033
19280,233 E 17th St,New York,NY,10003,36061004800,1008987502
19281,15 Beach St,Staten Island,NY,10304,36085002100,5005210009
19282,337 E 64th St,New York,NY,10065,36061011800,1014390019
19283,546 Midwood St,Brooklyn,NY,11203,36047081000,3048040006
19284,8113 Foster Avenue,Brooklyn,NY,11236,36047096000,3079180061
19285,1412 Zerega Ave,Bronx,NY,10461,36005020200,2039730005
19286,34-26 41st St,Queens,NY,11101,36081015700,4006730034
19287,72-29 Metropolitan Ave,Queens,NY,11379,36081065702,4030577501
19288,31-60 33rd St,Queens,NY,11106,36081006100,4006140065
19289,210 Marine Ave,Brooklyn,NY,11209,36047005601,3061290059
19290,1405 71st St,Brooklyn,NY,11228,36047019000,3061680001
19291,256 West 125th Street,New York,NY,10027,36061022200,1019300053
19292,155-33 JAMAICA AVENUE,Queens,NY,11432,36081024000,4097540034
19293,43 E 10th St,New York,NY,10003,36061006100,1005620036
19294,8419 19th Ave,Brooklyn,NY,11214,36047028400,3063330001
19295,1938 82nd St,Brooklyn,NY,11214,36047028400,3063160022
19296,2006 Benson Ave,Brooklyn,NY,11214,36047028600,3064090026
19297,1204 Neptune Ave,Brooklyn,NY,11224,36047035000,3072660009
19298,184 NOLL STREET,Brooklyn,NY,11237,36047042700,3031557501
19299,3047 BRIGHTON 6 STREET,Brooklyn,NY,11235,36047036200,3086767501
19300,117 Sterling Place,Brooklyn,NY,11217,36047016100,3-00942-0058
19301,165 Lott Avenue,Brooklyn,NY,11212,36047091600,3036150001;3036160001
19302,165 Lott Avenue,Brooklyn,NY,11212,36047091600,3036150001
19303,185 Lott Avenue,Brooklyn,NY,11212,36047092000,3036160001
19304,945 Aldus Street (aka 1000-1012 Southern Boulevard),Bronx,NY,10459,36005011900,2027430001
19305,267 West 70th Street,New York,NY,10023,36061015900,1-01162-0005
19306,647 West 174th Street,New York,NY,10022,36061026300,1-02142-0247
19307,653 Cauldwell Avenue,Bronx,NY,10455,36005007500,2-02624-0080
19308,144 East 7th Street,New York,NY,10009,36061003200,1004020015
19309,140 East 7 Street,New York,NY,10009,36061003200,1004020011
19310,25-40 30th Road,Astoria,NY,11102,36081007300,4005770040
19311,651 Elton Street,Brooklyn,NY,11208,36047112000,3043140001
19312,421 Degraw,Brooklyn,NY,11231,0,3-00416-0017
19313,934 Carroll St,Brooklyn,NY,11225,36047021300,3011890024
19314,8224 Bay Parkway,Brooklyn,NY,11214,36047029000,0
19315,1544 Park Place,Brooklyn,NY,11213,36047034700,0
19316,161 Woodruff Avenue,Brooklyn,NY,11226,36047050803,0
19317,64-79 W 9th Street,Brooklyn,NY,11231,36047005900,0
19318,1679 E 19th St.,Brooklyn,NY,11229,36047055000,3067827505
19319,2059-2061 Madison,New York,NY,10037,36061020600,1-01755-0050
19320,16 Crosby Street,New York,NY,10013,36061004500,1-00232-0009
19321,9229 Shore Road,Brooklyn,NY,11209,36047005202,3060990010
19322,133 Wooster Street,New York,NY,10012,36061004900,1-00515-0037
19323,140 East 52nd Street,New York,NY,10022,36061010000,1-01306-0050
19324,680 Saint Nicholas Avenue,Manhattan,NY,10030,36061022700,1-02051-0054
19325,345 East 77th Street,New York,NY,10075,36061013400,1-01452-0019
19326,92 Horatio Street,New York,NY,10014,36061007900,1-00642-0042
19327,621-623 Manida Street,Bronx,NY,10474,36005009301,2-02765-0226;2-02765-0219
19328,621-623 Manida Street,Bronx,NY,10474,36005009301,2-02765-0226
19329,625-627 Manida Street,Bronx,NY,10474,36005009301,2-02765-0219
19330,806-808 E. 175th Street,Bronx,NY,10460,36005036700,2-02952-0046
19331,45 East 131st Street,New York,NY,10037,36061020600,1-01756-0026
19332,1109 Franklin Avenue,Bronx,NY,10456,36005018502,2-02608-0019
19333,1187 Boston Road,Bronx,NY,10456,36005018502,2-02614-0041
19334,1632 University Avenue,Bronx,NY,10453,36005021502,2-02876-0083
19335,1262 Nelson Ave,Bronx,NY,10452,36005021100,2-02517-0015
19336,119 Fountain Avenue,Brooklyn,NY,11208,36047119600,3419116
19337,854 Myrtle Avenue,Brooklyn,NY,11206,36047025901,3-01755-0020
19338,59 Frost Street,Brooklyn,NY,11211,36047051500,3-02732-7501
19339,40 Putnam Avenue,Brooklyn,NY,11238,36047022700,3019920020
19340,12 Patchen Avenue,Brooklyn,NY,11221,36047038700,3016120039
19341,138 Duane Street,New York,NY,10013,36061003300,1-00146-0021
19342,68 Jane Street,New York,NY,10014,36061007900,1-00641-0052
19343,166 West 76th Street,New York,NY,10023,36061016100,1-01147-0056
19344,163 West 18th Street,New York,NY,10011,36061008700,1-00794-7502
19345,58 West 15th Street,New York,NY,10011,36061005400,1-00816-0074
19346,173 MacDougal Street,New York,NY,10011,36061006300,1-00553-7502
19347,735 East 9th Street,New York,NY,10009,36061002800,1-00379-0045
19348,41 Kew Gardens,Queens,NY,11415,36081021601,4-03358-0052
19349,433 W 43rd,Manhattan,NY,10036,0,1-01053-0018
19350,45-54 41st Street,Queens,NY,11104,36081018101,4-00193-0055
19351,560 West 218th Street,New York,NY,10034,36061030700,1-02243-0378
19352,347 LINCOLN PLACE,BROOKLYN,NY,11238,36047021500,3-01176-0054
19353,620 EAST 178TH STREET,BRONX,NY,10457,36005037300,2-03068-0093
19354,5 TEN EYCK STREET,BROOKLYN,NY,11206,36047051300,3-02791-0049
19355,110 West 26th Street,New York,NY,10001,36061009100,1-00801-0049
19356,7 West 51st Street,"New York,",NY,10019,36061010400,1-01267-0028
19357,392 St. Mark's Ave,Brooklyn,NY,11238,36047030500,3-01155-0016
19358,522 Lefferts Ave,Brooklyn,NY,11225,36047080600,3-01332-7504
19359,10 Jones Street,Manhattan,NY,10014,36061006700,1-00590-0022
19360,382 3rd Ave,Manhattan,NY,10016,36061006800,1-00883-0047
19361,207 East 27th,Manhattan,NY,10016,0,1-00908-0009
19362,50 Prince Street,Manhattan,NY,10012,36061004300,1-00495-0022
19363,500 Brightwater Court,Brooklyn,NY,11235,36047036002,3-08690-0091
19364,84-20 51st Ave,Elmhurst,NY,11373,36081047300,4-01548-0006
19365,23 RENWICK STREET,New York,NY,10013,36061003700,1-00594-7510
19366,2541 ADAM C POWELL BLVD,New York,NY,10039,0,1-02016-0050
19367,700 ESPLANADE GDNS PLAZA,New York,NY,10039,0,1-01744-0001
19368,170 S PORTLAND AVE,Brooklyn,NY,11217,36047003500,3-02003-0008
19369,225 AVENUE T,Brooklyn,NY,11223,36047041000,3-07084-0039
19370,250 NAGLE AVENUE,New York,NY,10034,36061029300,1-02218-0025
19371,700 ESPLANADE GDNS PLAZA,New York,NY,10039,0,1-02016-0050;1-01744-0001
19372,3205 81 St,Queens,NY,11370,0,4-01177-0001
19373,109 West 38th Street,New York,NY,10018,36061011300,1-00814-0030
19374,110 West 26th Street,New York,NY,10001,36061009100,1-00801-0049
19375,7 West 51st Street,"New York,",NY,10019,36061010400,1-01267-0028
19376,42-13 28 ave,Astoria,NY,11103,36081014300,4007010003
19377,38 Skillman Street,Brooklyn,NY,11205,36047123700,3-01885-7503
19378,231-239 Skillman Street,Brooklyn,NY,11205,36047023500,3-01928-7501
19379,130 West 20th Street,New York,NY,10011,36061008700,1007957502
19380,106 East 85th Street,New York,NY,10028,36061014801,1-01513-0066
19381,166 Perry Street,New York,NY,10014,36061007500,1-00637-7508
19382,195 Bowery,New York,NY,10002,36061001800,1-00425-7501
19383,939 Union Street,Brooklyn,NY,11215,36047015900,3010647501
19384,105 East 15th Street,New York,NY,10003,36061005000,1-00871-0007
19385,269 West 72nd Street,New York,NY,10023,36061015900,1-01164-0002
19386,130 West 20th Street,New York,NY,10011,36061008700,1-00795-7502
19387,106 East 85th Street,New York,NY,10028,36061014801,1-01513-0066
19388,166 Perry Street,New York,NY,10014,36061007500,1-00637-7508
19389,195 Bowery,New York,NY,10002,36061001800,1-00425-7501
19390,939 Union Street,Brooklyn,NY,11215,36047015900,3-01064-7501
19391,105 East 15th Street,New York,NY,10003,36061005000,1-00871-0007
19392,269 West 72nd Street,New York,NY,10023,36061015900,1-01164-0002
19393,145 Mulberry Street,New York,NY,10013,36061004100,1-00236-7502
19394,165 East 89th Street,New York,NY,10128,36061014802,1-01518-0031
19395,614 10th Avenue,New York,NY,10036,36061012102,1-01054-0001
19396,1337 Edward L Grant Highway,Bronx,NY,10452,36005021100,2-02506-0134
19397,556 W 180TH STREET,Manhattan,NY,10033,36061026100,1-02153-0037
19398,1 Audubon Avenue,Manhattan,NY,10032,36061025100,1-02123-0026
19399,216 West 102 Street,Manhattan,NY,10025,36061018700,1-01873-0042
19400,598 West 177th Street,Manhattan,NY,10033,36061026100,1-02133-0034
19401,2387 Morris Avenue,Bronx,NY,10468,36005023900,2-03184-0076
19402,601 West 184th Street,Manhattan,NY,10033,36061027100,1-02166-0023
19403,590 West 174 Street,Manhattan,NY,10033,36061026100,1-02130-0008
19404,4841 Broadway,Manhattan,NY,10034,36061029500,1-02238-0042
19405,34-06 Jordan Street,Queens,NY,11358,36081109900,4-06077-0007
19406,550 W 180TH STREET,Manhattan,NY,10033,36061026100,1-02153-0040
19407,185 East 163rd Street,Bronx,NY,10451,36005018301,2024610083
19408,1592 University Avenue,Bronx,NY,10453,36005021502,2-02876-0065
19409,643 West 172nd Street,New York,NY,10032,36061025300,1-02142-0097
19410,421 Crown Street,Brooklyn,NY,11225,36047033300,3012920001
19411,84-09 35th Avenue,Jackson heights,NY,11372,36081028100,4014450034
19412,1801 Dorchester Road,Brooklyn,NY,11226,36047051400,3051610033
19413,400 Rugby Road,Brooklyn,NY,11226,36047052000,3051560021
19414,1170 Ocean Ave,Brooklyn,NY,11230,36047076400,3052400017
19415,1535 East 14th Street,Brooklyn,NY,11230,36047054200,3067610075
19416,217 East 182nd ST.,Bronx,NY,10457,36005038301,2031580048
19417,3205 81 St,Queens,NY,11370,0,4-01177-0001
19418,491 Fletcher Place,Bronx,NY,10457,36005038500,2030500010
19419,4311 49th St.,Sunnyside,NY,11104,0,0
19420,165 Lott Avenue,Brooklyn,NY,11212,36047091600,3036150001
19421,185 Lott Avenue,Brooklyn,NY,11212,36047092000,3036160001
19422,802 Myrtle Avenue,Brooklyn,NY,11206,36047025300,3017540033
19423,621-623 Manida Street,Bronx,NY,10474,36005009301,2-02765-0226
19424,625-627 Manida Street,Bronx,NY,10474,36005009301,2-02765-0219
19425,100 Marine Avenue,Brooklyn,NY,11209,36047005400,3061150032
19426,321 86th Street,Brooklyn,NY,11209,36047006200,3060340076
19427,100 Marine Avenue,Brooklyn,NY,11209,36047005400,3061150032
19428,18-22 21 Avenue,Queens,NY,11105,36081010300,4-00896-0053
19429,21-09 19 Street,Queens,NY,11105,36081010300,4-00892-0027
19430,"18-15 21st Avenue,",Queens,NY,11105,36081010500,4-00894-0030
19431,20-75 27 Street,Astoria,NY,11105,36081011100,4-00859-0001
19432,20-52 21 Street,Queens,NY,11105,36081010500,4-00893-0080
19433,20-52 20 Street,Queens,NY,11105,36081010500,4-00893-0007
19434,20-65 Shore Boulevard,Queens,NY,11105,36081010500,4-00894-0050
19435,20-64 Crescent Street,Queens,NY,11105,36081010500,4-00871-0006
19436,20-44 Crescent Street,Queens,NY,11105,36081010500,4-00871-0020
19437,20-24 Crescent Street,Queens,NY,11105,36081010500,4-00871-0030
19438,20-74 26 Street,Queens,NY,11105,36081010500,4-00870-0001
19439,20-55 Crescent Street,Queens,NY,11105,36081010500,4-00870-0012
19440,20-65 26 Street,Queens,NY,11105,36081010500,4-00860-0001
19441,20-31 20 Street,Queens,NY,11105,36081010500,4-00893-0070
19442,"121-02,120-02 Sutphin Blvd",Jamaica,NY,114342300,0,4-12045-0001
19443,"125-30, 125-60, 123-60  Sutphin Blvd",Jamaica,NY,114342300,0,4-12051-0020
19444,860 Bryant Ave,Bronx,NY,10474,36005011502,2-02762-0153
19445,887-897 Bryant Ave,Bronx,NY,10474,36005011502,2-02761-0103
19446,890 Bryant Ave,Bronx,NY,10474,36005011502,0-2761-0149
19447,"590,600,620,630,701,715, 735,745,755, Gates Ave",Brooklyn,NY,11221,0,3-01629-0001;3-01816-0001
19448,"701,715, 735,745,755, Gates Ave",Brooklyn,NY,11221,0,3-01629-0001
19449,"590,600,620,630 Gates Ave",Brooklyn,NY,11221,0,3-01816-0001
19450,940 Simpson street,Bronx,NY,10459,36005015900,2-02724-0101
19451,"941 Simpson Street,",Bronx,NY,10459,36005015900,2-02720-0001
19452,755 Southern Blvd,Bronx,NY,10459,36005008500,2-02720-0093
19453,930 Fox Street,Bronx,NY,10459,36005008700,2-02723-0006
19454,765 Southern Boulevard,Bronx,NY,10459,36005008500,2-02720-0088
19455,775 Southern Boulevard,Bronx,NY,10459,36005008500,02-02720-0084
19456,783 Southern Boulevard,Bronx,NY,10459,36005008500,2-02720-0080
19457,918 Morris Ave,Bronx,NY,10451,36005017300,2-02422-0004
19458,15 Jackson Street,Brooklyn,NY,11211,36047051500,3-02741-0047
19459,2069 Walton Ave.,Bronx,NY,10453,36005024100,2-03179-0057
19460,235 E. 196th St.,Bronx,NY,10458,36005040501,2-03301-0004
19461,1322 44th Street,Brooklyn,NY,11219,36047023200,3056110016
19462,180 East 52 Street,Brooklyn,NY,11203,36047087800,3-04621-0031
19463,139-21 86 Avenue,Queens,NY,11435,36081021400,4-09710-0094
19464,1737 York Avenue,New York,NY,10128,36061015200,1-01570-0024
19465,550 W 180TH STREET,Manhattan,NY,10033,36061026100,1-02153-0040
19466,20 Ocean Court,Brooklyn,NY,11223,36047037401,3-07199-0005
19467,20-12 31ST STREET,Astoria,NY,11105,36081011100,4008480042
19468,3802 Poplar Avenue,Brooklyn,NY,11224,36047033600,3-06957-0022
19469,10828 38 Avenue,Queens,NY,11368,0,4-01779-0006
19470,30-60 48th Street,Astoria,NY,11103,36081015100,4007290067
19471,30-70 48th Street,Astoria,NY,11103,36081015100,4007290073
19472,125 E 168th Street,Bronx,NY,10452,36005022102,2002864
19473,1360 Ogden Ave,Bronx,NY,10452,36005021100,2003376
19474,775 Southern Boulevard,Bronx,NY,10459,36005008500,2-02720-0084
19475,890 Bryant Ave,Bronx,NY,10474,36005011502,2-02761-0149
19476,237 W. 74th St.,New York,NY,10023,36061016300,1011660011
19477,10828 38 Avenue,Queens,NY,11368,0,4-01779-0006
19478,212 North 9 St,Broolyn,NY,11211,36047051900,3-02313-7502
19479,510 East 84th Street,New York,NY,10028,36061013604,1-01580-0043
19480,1256 Ocean Avenue,Brooklyn,NY,11230,36047076400,3-06694-0064
19481,685 Nostrand Ave,Brooklyn,NY,11216,36047031701,3-01234-0001
19482,7626 47 Ave,Queens,NY,11373,0,4-01536-7502
19483,124 West 114th Street,New York,NY,10026,36061021600,1-01823-0058
19484,1871 Adam Clayton Powell Jr Boulevard,New York,NY,10026,36061021600,1-01823-0061
19485,107 West 109th Street,New York,NY,10025,36061019300,1-01864-0023
19486,421 Degraw,Brooklyn,NY,11231,0,3-00416-0017
19487,934 Carroll St,Brooklyn,NY,11225,36047021300,3-01189-0024
19488,8224 Bay Parkway,Brooklyn,NY,11214,36047029000,3-06318-0044
19489,1544 Park Place,Brooklyn,NY,11213,36047034700,3-01374-0033
19490,161 Woodruff Avenue,Brooklyn,NY,11226,36047050803,3-05054-7502
19491,64-79 W 9th Street,Brooklyn,NY,11231,36047005900,3-00539-0014
19492,2260 Crotona Avenue,Bronx,NY,10457-1939,36005039300,2-03100-0065
19493,11-35 45th Avenue,Long Island City,NY,11101,36081000702,4-00052-7502
19494,1744 Clay,Bronx,NY,10457,36005023100,2-02891-0006
19495,1804 Weeks/203 E. 175th,Bronx,NY,10457,0,2-02800-0001
19496,170-10 Cedar Croft Road,Jamaica,NY,11432,36081045800,4098440005
19497,180 East 52 Street,Brooklyn,NY,11203,36047087800,3-04621-0031
19498,1150 Clay Ave,Bronx,NY,10456,36005014300,2024260012
19499,325 West 77th Street,New York,NY,10024,36061016300,1011860009
19500,359 E 62nd St,New York,NY,10021,36061011000,1014370022
19501,401 East 77th Street,New York,NY,10075,36061013203,1014720001
19502,151 Lexington Ave,New York,NY,10016,36061007200,1008850066
19503,440 East 88th Street,NY,NY,10128,36061014402,1015670031
19504,211-213 East 73rd Street,NY,NY,10021,36061012602,1014280007
19505,169 East 91st Street,NY,NY,10128,36061015801,1015200033
19506,423 East 90th Street,NY,NY,10128,36061015200,1015700015
19507,105-107 Lexington Ave,NY,NY,10016,36061006800,1008830025
19508,70 East 12th Street,NY,NY,10011,0,1005570022
19509,1023 Broadway,Brooklyn,NY,11221,36047039300,3-03204-0004
19510,1061 Dean Street,Brooklyn,NY,11216,36047022100,3-01205-0062
19511,135 West 175th Street,Bronx,NY,10453,36005021501,2-02878-0023
19512,15 Albany Avenue,Brooklyn,NY,11216,36047027300,3-01859-0006
19513,161-167 Clarkson Avenue,Brooklyn,NY,11226,36047082200,3-05056-0073
19514,206 East 118th Street,New York,NY,10035,36061018800,1-01667-0043
19515,2158 Atlantic Avenue,Brooklyn,NY,11233,36047030300,3-01433-0023
19516,221-10 Jamaica Avenue,Queens,NY,11428,36081056800,4-10789-0276
19517,240-242 West 116th Street,New York,NY,10026,36061021800,1-01831-0053
19518,305 Decatur Street,Brooklyn,NY,11233,36047029700,3-01676-0001
19519,469-475 Alabama Avenue,Brooklyn,NY,11207,36047113000,3-03803-0001
19520,500 Montgomery Street,Brooklyn,NY,11225,36047031900,3-01309-0049
19521,65 Featherbed Lane,Bronx,NY,10452,36005021502,2-02876-0031
19522,7 Albany Avenue,Brooklyn,NY,11216,36047027300,3-01859-0010
19523,74 West 174th Street,Bronx,NY,10453,36005021502,2-02876-0025
19524,83 West 115th Street,New York,NY,10026,36061019000,1-01599-0001
19525,840 Hegeman Avenue,Brooklyn,NY,11207,36047111600,3-04335-0030
19526,92 Tapscott Street,Brooklyn,NY,11212,36047090000,3-03532-0025
19527,1169 E New York Ave,Brooklyn,NY,11203,36047085400,3-01399-0145
19528,858 Gates Ave HH,Brooklyn,NY,11221,36047038500,3-01637-0005
19529,717 East 9 Street,New York,NY,10009,36061002800,1-00379-0053
19530,1939 Park PL,Brooklyn,NY,11212,36047036300,3-01465-0050
19531,1920 Union St,Brooklyn,NY,11233,36047035900,3-01399-0115
19532,1933 Union St,Brooklyn,NY,11233,36047035900,3-01399-0062
19533,56 West 11th Street,New York,NY,10011,36061006300,1-00574-0015
19534,30 Charlton Street,New York,NY,10014,36061003700,1-00506-0016
19535,222 East 82nd Street,New York,NY,10028,36061013800,1-01527-0035
19536,251 West 71st Street,New York,NY,10023,36061015900,1-01163-0011
19537,312 East 90th Street,New York,NY,10128,36061015401,1-01552-0041
19538,415-419 East 73rd Street,New York,NY,10021,36061012400,1-01468-0009
19539,160 Havemeyer,Brooklyn,NY,11211,36047052300,3-02420-0022
19540,188 S 3rd St,Brooklyn,NY,11211,36047052300,3-02432-0012
19541,80 Lexington,Brooklyn,NY,11238,36047022900,3-01970-0013
19542,1020 Summit Ave,Bronx,NY,10452,36005018900,2003457
19543,2839 BAINBRIDGE,Bronx,NY,10458,36005040501,2-03295-0049
19544,19 DONGAN PL,Manhattan,NY,10040,36061028700,1-02175-0113
19545,47-25 40TH ST,Queens,NY,11104,36081018502,4-00198-0019
19546,47-39 40TH ST,Queens,NY,11104,36081018502,4-00198-0011
19547,310 94th Street,Brooklyn,NY,11209,36047005400,3-06114-0006
19548,125 E 168th Street,Bronx,NY,10452,36005022102,2-02466-0044
19549,1360 Ogden Ave,Bronx,NY,10452,36005021100,3-02522-0043
19550,56 West 11th Street,New York,NY,10011,36061006300,1-00574-0015
19551,30 Charlton Street,New York,NY,10014,36061003700,1-00506-0016
19552,222 East 82nd Street,New York,NY,10028,36061013800,1-01527-0035
19553,251 West 71st Street,New York,NY,10023,36061015900,1-01163-0011
19554,312 East 90th Street,New York,NY,10128,36061015401,1-01552-0041
19555,415-419 East 73rd Street,New York,NY,10021,36061012400,1-01468-0009
19556,417 St. John's Place,Brooklyn,NY,11238,36047020700,3011730060
19557,115 BROOKLYN AVENUE,Brooklyn,NY,11216,36047031300,3012150001
19558,155 Ridge Street,New York,NY,10002,36061002201,1-00345-0020
19559,2-4 West 111th Street,New York,NY,10026,36061018600,1-01594-0040
19560,27-29 East 124th Street,New York,NY,10035,36061019800,1-01749-0016
19561,571 West 139th Street,New York,NY,10031,36061022500,1-02071-0001
19562,547 West 142nd Street,New York,NY,10031,36061022900,1-02074-0001
19563,540 West 143rd Street,New York,NY,10031,36061022900,1-02074-0061
19564,510 West 144th Street,New York,NY,10031,36061022900,1-02075-0039
19565,1071 St. Nicholas Avenue,New York,NY,10032,36061024500,1-02122-0116
19566,604 West 162nd Street,New York,NY,10032,36061024500,1-02137-0029
19567,395 East 151st Street,Bronx,NY,10455,36005006700,2-02398-0027
19568,2558 Grand Concourse,Bronx,NY,10458,36005039901,2-03154-0022
19569,308 Eckford Street,Brooklyn,NY,11222,36047057500,3-02576-0042
