ID,Address,City,State,Zip Code,Census Tract,BBL
19570,104 West 17th Street,New York,NY,10011,36061008100,1-00792-0038
19571,251 West 95th Street,New York,NY,10025,36061018300,1-01243-0010
19572,536 West 111th Street,New York,NY,10025,36061019900,1-01882-0058
19573,31 Tiemann Place,New York,NY,10027,36061021100,1-01995-7501
19574,1292 Washington Avenue,Bronx,NY,10456,36005014500,2-02373-0023
19575,620-622 West 137th Street,New York,NY,10031,36061022301,1-02002-0061
19576,529-531 West 143rd Street,New York,NY,10031,36061022900,1-02075-0005
19577,652-666 Courtlandt Avenue,Bronx,NY,10451,36005006700,2-02399-0006
19578,1185 Morris Avenue,Bronx,NY,10456,36005018101,2-02449-0064
19579,1175 Morris Avenue,Bronx,NY,10456,36005018101,2-02449-0068
19580,214 East 163rd Street,Bronx,NY,10451,36005018302,2-02454-0026
19581,975 Sherman Avenue,Bronx,NY,10456,36005018302,2-02455-0028
19582,1220 Grand Concourse,Bronx,NY,10456,36005017901,2-02457-0004
19583,1250 Grand Concourse,Bronx,NY,10456,36005017901,2-02457-0017
19584,1487 Teller Avenue,Bronx,NY,10457,36005022500,2-02784-0050
19585,2-6 E 167th Street,Bronx,NY,10452,36005019700,2-02496-0052
19586,1358 Sheridan Avenue,Bronx,NY,10456,36005017902,2-02830-0025
19587,1305 Sheridan Avenue,Bronx,NY,10456,36005017902,2-02831-0028
19588,818 East 149th Street,Bronx,NY,10455,36005003500,2-02582-0042
19589,1231 Fulton Avenue,Bronx,NY,10456,36005014500,2-02610-0058
19590,1353 Sheridan Avenue,Bronx,NY,10456,36005017902,2-02831-0065
19591,1414 Wythe Place,Bronx,NY,10452,36005022300,2-02833-0006
19592,217 E Mount Eden,Bronx,NY,10452,0,2-02794-0019
19593,2285 Bathgate,Bronx,NY,10457,36005038500,2-03050-0066
19594,2330 Valentine Ave,Bronx,NY,10458,36005038301,2-03146-0016
19595,1775 Clay Avenue,Bronx,NY,10457,36005022901,2-02799-0035
19596,1755 Clay Avenue,Bronx,NY,10457,36005022901,2-02799-0045
19597,2081 Morris Avenue,Bronx,NY,10456,36005024100,2-03178-0045
19598,1348 Sheridan Avenue,Bronx,NY,10456,36005017902,2-02830-0021
19599,2264 Grand Avenue,Bronx,NY,10453,36005025100,2-03196-0056
19600,1365 Sheridan Avenue,Bronx,NY,10456,36005017902,2-02831-0061
19601,1665 Grand Concourse,Bronx,NY,10452,36005022702,2-02838-0023
19602,2419 Davidson Avenue,Bronx,NY,10468,36005025300,2-03199-0031
19603,2180 Ryer Avenue,Bronx,NY,10457,36005038100,2-03149-0125
19604,2390 Davidson Avenue,Bronx,NY,10468,36005025300,2-03199-0059
19605,2080-2090 Grand Concourse,Bronx,NY,10457,36005023502,2-03156-0096
19606,2630-2632 Marion Avenue,Bronx,NY,10458,36005040502,2-03282-0001
19607,2095 Grand Concourse,Bronx,NY,10453,36005023501,2-03161-0026
19608,2301 Creston Avenue,Bronx,NY,10458,36005023703,2-03172-0040
19609,2875 Bainbridge Avenue,Bronx,NY,10458,36005040702,2-03296-0047
19610,2894 Grand Concourse,Bronx,NY,10458,36005040702,2-03305-0026
19611,2420 Davidson Avenue,Bronx,NY,10468,36005025300,2-03199-0072
19612,2855 Grand Concourse,Bronx,NY,10468,36005040701,2-03319-0001
19613,2240 University Avenue,Bronx,NY,10453,36005025100,2-03211-0042
19614,308 East 209th Street,Bronx,NY,10467,36005042902,2-03347-0036
19615,1746 President Street,Brooklyn,NY,11213,36047034902,3-01409-0037
19616,2835 Bainbridge Avenue,Bronx,NY,10458,36005040501,2-03295-0053
19617,2800 Creston Avenue,Bronx,NY,10468,36005040303,2-03315-0044
19618,3230 Steuben Avenue,Bronx,NY,10467,36005041900,2-03336-0059
19619,344 Degraw St,Brooklyn,NY,11231,36047007500,3-00421-7501
19620,2064 31st Street,Astoria,NY,11105,36081011100,4088480064
19621,20-54 31st STreet,Astoria,NY,11105,36081011100,4008480060
19622,20-46 31st Street,Astoria,NY,11105,36081011100,4008480056
19623,20-46 31st Street,Astoria,NY,11105,36081011100,4008480052
19624,20-32 31st Street,Astoria,NY,11105,36081011100,4008480048
19625,20-24 31st Street,Astoria,NY,11105,36081011100,4008480044
19626,450 Manhattan Avenue,Brooklyn,NY,1222,0,0
19627,217 East 182nd ST.,Bronx,NY,10457,36005038301,2031580048
19628,51-04 SKILLMAN AVENUE,WOODSIDE,NY,11377,36081025302,4013140060
19629,87 Greenwich Ave.,New York,NY,10014,36061007700,1006150036
19630,20 Ocean Court,Brooklyn,NY,11223,36047037401,3-07199-0005
19631,1990-2020 East Tremont Ave,Bronx,NY,10462,36005021001,2-03943-0209
19632,4306 63 ST,Queens,NY,11377,0,4-01339-0028
19633,7523 113 ST,Queens,NY,11375,0,4-02265-0067
19634,9511 64 RD,Queens,NY,11374,0,4-03083-0079
19635,142-09 Barclay Ave,Queens,NY,11355,36081085500,4-05046-0045
19636,142-12 41st Ave,Queens,NY,11355,36081085500,4-05046-0006
19637,140-74 34th Ave,New York,NY,11354,36081116100,4-04994-0041
19638,1268 Stratford Avenue,Bronx,NY,10472,36005006200,2-03777-0035
19639,145 Sea Breeze Avenue,Brooklyn,NY,11224,36047035602,2-07281-0182
19640,3706 82 ST,Queens,NY,11372,0,4-01292-0006
19641,3565 85 ST,QUEENS,NY,11372,0,4-01459-0040
19642,401 76 STREET,BROOKLYN,NY,11209,36047013400,3059410001
19643,3802 Poplar Avenue,Brooklyn,NY,11224,36047033600,3-06957-0022
19644,2064 31st Street,Astoria,NY,11105,36081011100,4088480064
19645,20-54 31st STreet,Astoria,NY,11105,36081011100,4008480060
19646,20-46 31st Street,Astoria,NY,11105,36081011100,4008480056
19647,20-46 31st Street,Astoria,NY,11105,36081011100,4008480052
19648,20-32 31st Street,Astoria,NY,11105,36081011100,4008480048
19649,20-24 31st Street,Astoria,NY,11105,36081011100,4008480044
19650,20-12 31ST STREET,Astoria,NY,11105,36081011100,4008480042
19651,30-60 48th Street,Astoria,NY,11103,36081015100,4007290067
19652,30-70 48th Street,Astoria,NY,11103,36081015100,4007290073
19653,1061 Dean Street,Brooklyn,NY,11216,36047022100,3-01205-0062
19654,15 Albany Avenue,Brooklyn,NY,11216,36047027300,3-01859-0006
19655,161-167 Clarkson Avenue,Brooklyn,NY,11226,36047082200,3-05056-0073
19656,206 East 118th Street,New York,NY,10035,36061018800,1-01667-0043
19657,2158 Atlantic Avenue,Brooklyn,NY,11233,36047030300,3-01433-0023
19658,221-10 Jamaica Avenue,Queens,NY,11428,36081056800,4-10789-0276
19659,305 Decatur Street,Brooklyn,NY,11233,36047029700,3-01676-0001
19660,469-475 Alabama Avenue,Brooklyn,NY,11207,36047113000,3-03803-0001
19661,500 Montgomery Street,Brooklyn,NY,11225,36047031900,3-01309-0049
19662,65 Featherbed Lane,Bronx,NY,10452,36005021502,2-02876-0031
19663,7 Albany Avenue,Brooklyn,NY,11216,36047027300,3-01859-0010
19664,840 Hegeman Avenue,Brooklyn,NY,11207,36047111600,3-04335-0030
19665,92 Tapscott Street,Brooklyn,NY,11212,36047090000,3-03532-0025
19666,858 Gates Ave HH,Brooklyn,NY,11221,36047038500,3-01637-0005
19667,1939 Park PL,Brooklyn,NY,11212,36047036300,3-01465-0050
19668,1920 Union St,Brooklyn,NY,11233,36047035900,3-01399-0115
19669,1933 Union St,Brooklyn,NY,11233,36047035900,3-01399-0062
19670,515 West 168th Street,New York,NY,10032,36061025100,1-02125-0053
19671,31-49 29th Street,New York,NY,11106,36081007500,4-00588-0018
19672,25-21 31st Avenue,New York,NY,11106,36081007300,4-00578-0006
19673,25-74 33rd Street,Queens,NY,11102,36081006501,4-00620-0051
19674,147 W. 105th Street,New York,NY,10025,36061018900,1018600013
19675,505 West 143rd Street,New York,NY,10031-6032,36061022900,1020750023
19676,2390 Palisade Avenue,Bronx,NY,10463,36005029301,2-05743-0198
19677,439 HICKS ST,Brooklyn,NY,11201,36047004900,3-00310-7502
19678,423 HICKS ST,Brooklyn,NY,11201,36047004900,3-00305-7501
19679,25 PATCHEN AVE,BROOKLYN,NY,11221,36047038700,3-01618-0003
19680,268 BUFFALO AVE,BROOKLYN,NY,11213,36047035701,3-01386-0048
19681,309 West 104th Street,Manhattan,NY,10025,36061019100,1-01891-0011
19682,1054 Bergen Avenue,New York,NY,11234,36047069601,3-08341-0118; 3-08341-0120; 3-08341-0121; 3-08341-0113; 3-08341-0125; 3-08341-0100
19683,131 West 85th Street,Manhattan,NY,10024,36061016900,1-01216-0016
19684,1322 44th St,Brooklyn,NY,11219,36047023200,3056110016
19685,2590 Ocean Ave,Brooklyn,NY,11229,36047057800,3073520025
19686,25 PATCHEN AVE,BROOKLYN,NY,11221,36047038700,3-01618-0003
19687,268 BUFFALO AVE,BROOKLYN,NY,11213,36047035701,3-01386-0048
19688,1054 Bergen Avenue,New York,NY,11234,36047069601,3-08341-0118; 3-08341-0120; 3-08341-0121; 3-08341-0113; 3-08341-0125; 3-08341-0100
19689,2905 Grand Concourse,Bronx,NY,10468,36005040701,2033190098
19690,3044 Valentine Ave,Bronx,NY,10458,36005041300,2033090100
19691,157 GRAHAM AVE,Brooklyn,NY,11206,36047050500,3-03061-0018
19692,715 SAINT JOHNS PL,BROOKLYN,NY,11216,36047021900,3-01246-0001
19693,683 DEAN ST,BROOKLYN,NY,11200,36047020300,3-01130-0075
19694,4624 17 AVE,Brooklyn,NY,11204,36047047600,3-05437-0050
19695,255 OVINGTON AVE,BROOKLYN,NY,11209,36047006800,3-05871-0061
19696,273 WILLOUGHBY AVE,BROOKLYN,NY,11205,36047023500,3-01910-0052
19697,500 West 159th Street,New York,NY,10032,36061024500,1-02117-0034
19698,250 EAST 38 ST,BROOKLYN,NY,11203,36047085800,3-04891-0006
19699,2021 EAST 41 ST,BROOKLYN,NY,11234,36047073600,3-07823-0021
19700,2401 NOSTRAND AVE,BROOKLYN,NY,11210,36047074200,3-07612-0011; 3-07612-0034
19701,3554 83 ST,QUEENS,NY,11372,0,4-01456-0029
19702,211 WEST 102ND ST,New York,NY,10025,36061019100,1-01874-0022
19703,963 Anderson Avenue,Bronx,NY,10452,36005018900,2-02507-0029
19704,1341 Franklin Ave,Bronx,NY,10456,36005014900,2-02931-0082
19705,715 West 175th Street,Manhattan,NY,10033,36061026300,1-02142-0227
19706,500 West 143rd Street,New York,NY,10031,36061022900,0
19707,644 West 144th Street,New York,NY,10032,36061022900,0
19708,89-33 Whitney Avenue,Elmhurst,NY,11101,36081046902,4015550033
19709,35-01 34th Street,Astoria,NY,11106,36081005700,4006380019
19710,1217-1219 1st Avenue,New York,NY,10065,36061011800,1-01440-0030
19711,226 West 20th Street,Manhattan,NY,10011,36061008700,1-00769-0053
19712,110 Post Avenue,New York,NY,10034,36061029300,1022220035
19713,11 Seaman Avenue,New York,NY,10034,36061029500,1022370012
19714,1 Seaman Avenue,New York,NY,10034,36061029500,1022370008
19715,260 Lenox Road,Brooklyn,NY,11226,36047082000,3050850041
19716,2161 Barnes Avenue,Bronx,NY,10462,36005022800,2043210058
19717,30 East End Avenue,New York,NY,10028,36061013602,1015770027
19718,97 Arden Street,New York,NY,10040,36061028700,1021750150
19719,2765 Mathews Avenue,Bronx,NY,10467,36005034000,2045130033
19720,4861 Broadway,New York,NY,10033,36061029500,1022380023
19721,98 Thayer Street,New York,NY,10040,36061028700,1021750170
19722,100 Thayer Street,New York,NY,10040,36061028700,1021750039
19723,2705 Bainbridge Avenue,Bronx,NY,10458,36005040501,2032940053
19724,383 East 17th Street,Brooklyn,NY,11226,36047051400,3051600058
19725,2 Seaman Avenue,New York,NY,10034,36061029500,1022470056
19726,3300 Netherland Avenue,Bronx,NY,10463,36005029700,2057870154
19727,165 Seaman Avenue,New York,NY,10034,36061030300,1022420005
19728,237 East 20th Street,New York,NY,10017,36061006400,1009010021
19729,2728 Henry Hudson Parkway,Bronx,NY,10463,36005029302,2057320941
19730,345 East 64th Street,New York,NY,10065,36061011800,1014390023
19731,500 west 235th street,bronx,NY,10463,36005029500,2057840340
19732,2084 Bronx Park East,Bronx,NY,10462,36005022401,2042860013
19733,780 Pelham Parkway,Bronx,NY,10462,36005022800,2043210038
19734,401 Schenectady Avenue,Brooklyn,NY,11213,36047035500,3014240001
19735,1420 Ocean Parkway,Brooklyn,NY,11230,36047044000,3065870017
19736,200 Dyckman Street,New York,NY,10040,36061028700,1021750053
19737,3101 Avenue I,Brooklyn,NY,11210,36047077400,3075770006
19738,3115 Avenue I,Brooklyn,NY,11210,36047077400,3075770001
19739,2131 Wallace Avenue,Bronx,NY,10462,36005022404,2042910024
19740,2132 Wallace Avenue,Bronx,NY,10462,36005022800,2042920024
19741,2146 Barnes Avenue,Bronx,NY,10462,36005022800,2043220010
19742,2162 Barnes Avenue,Bronx,NY,10462,36005022800,2043220018
19743,2182 Barnes Avenue,Bronx,NY,10462,36005022800,2043220025
19744,1663 Eastburn,Bronx,NY,10457,36005022902,2-02794-0015
19745,270 Long Street,Bronx,NY,10465,36005013800,2-05519-0119
19746,1740 Grand avenue,Bronx,NY,10456,36005021700,2-02867-0108
19747,795 Garden Street,Bronx,NY,10460,36005039300,2-03100-0001
19748,595 E. 167th Street,Bronx,NY,10456,36005018502,2-02614-0061
19749,1956 Crotona Parkway,Bronx,NY,10460,36005035900,2-02985-0038
19750,1025 Gerard Avenue,Bronx,NY,10452,36005019500,2-02486-0025
19751,1015 Gerard Avenue,Bronx,NY,10452,36005019500,2-02486-0030
19752,1238 Simpson St,bronx,NY,10459,36005012500,2-02975-0013
19753,837 Washington Avenue,Bronx,NY,10451,36005014100,2-02381-7501
19754,235 E. 105th street,New York,NY,10029,36061017000,1-01655-0015
19755,180 Broad Street,Staten Island,NY,10304,36085002900,5-00545-0040
19756,40 Prospect Street,Staten Island,NY,10304,36085002100,5004910011
19757,23 West 116th Street,Manhattan,NY,10026,36061019000,1016007503
19758,2463 Grand Ave.,Bronx,NY,10468,36005026300,2032130037
19759,329 E. 197th St.,Bronx,NY,10458,36005040502,2032890053
19760,1020 Gerard Ave.,Bronx,NY,10452,36005019500,2024770011
19761,940 E. 174th St.,Bronx,NY,10460,36005016100,2029900022
19762,1796 Vyse Ave.,Bronx,NY,10460,36005016100,2029980014
19763,866 E. 165th St.,Bronx,NY,10459,36005012901,2026900134
19764,601 East 163rd Street,Bronx,NY,10456,36005018502,2026210032
19765,232 East 169th Street,Bronx,NY,10456,36005017901,2024530061
19766,8 Vanderbilt Avenue,Bronklyn,NY,11205,36047021100,3020337502
19767,131 E 81st Street,New York,NY,10028,36061014000,1-01510-0015
19768,689 Myrtle Avenue,Brooklyn,NY,11205,36047123700,3-01734-7503
19769,315 West 55th Street,New York,NY,10019,36061013900,1-01046-0023
19770,445 West 54th Street,New York,NY,10019,36061013900,1-01064-7501
19771,59 Wooster Street,New York,NY,10014,36061004700,1-00487-0001
19772,144 West 27th Street,New York,NY,10001,36061009500,1-00802-7501
19773,10 East 85th Street,New York,NY,10028,36061015001,1-01496-0065
19774,2515 Glenwood Road,Brooklyn,NY,11210,36047077200,3-05246-0001
19775,35 Underhill Avenue,Brooklyn,NY,11238,36047020300,3-01131-7501
19776,811 CORTELYOU RD,Brooklyn,NY,11218,36047049200,3-05377-0043
19777,261 W 112th Street,New York,NY,10026,36061021600,1-01828-7506
19778,84-51 Beverly Road,Kew Gardens,NY,11415,36081013600,4-03333-0016
19779,811 Walton Avenue,Bronx,NY,10451,36005006301,2-02474-0001
19780,25 Murray Street,New York,NY,10007,36061002100,1-00134-7505
19781,4035 Ithaca Street,Elmhurst,NY,11373,0,4-01505-7501
19782,246 Cornelia Street,Brooklyn,NY,11221,36047043500,3-03384-0006
19783,33 W 93rd Street,New York,NY,10025,36061017700,1-01207-0016
19784,80 John Street,New York,NY,10038,36061001502,1-00068-7501
19785,231 Norman Avenue,Brooklyn,NY,11222,36047058901,3-02629-7501
19786,304 W 89th Street,New York,NY,10024,36061017500,1-01250-0040
19787,555 Lenox Avenue,New York,NY,10037,36061023000,1-02007-7501
19788,2234 Ocean Avenue,Brooklyn,NY,11229,36047055000,3-06802-0036
19789,78 8th Avenue,Brooklyn,NY,11215,36047015700,3-01065-0031
19790,545 Washington Avenue,Brooklyn,NY,11238,36047020100,3-02013-7503
19791,220 W 148th Street,New York,NY,10039,36061023400,1-02033-7501
19792,34-05 44th Street,Long Island City,NY,11101,36081015900,4-00704-0022
19793,161 E 110th Street,New York,NY,10029,36061017200,1-01638-7501
19794,8605 60th Road,Elmhurst,NY,11373,0,4-02874-0055
19795,300 W 135th Street,New York,NY,10030,36061022102,1-01959-7501
19796,149 Huron Street,Brooklyn,NY,11222,36047056301,3-02522-7501
19797,11 Powers Street,Brooklyn,NY,11211,36047051300,3-02773-7503
19798,206 E 95th Street,New York,NY,10128,36061015601,1-01540-7501
19799,1063 Jackson Avenue,Long Island City,NY,11101,36081000701,4-00042-7501
19800,84-70 129th Street,Kew Gardens,NY,11415,36081013800,4-09249-0040
19801,1855 East 12th Street,Brooklyn,NY,11229,36047055600,3-06818-0074
19802,212 E 95th Street,New York,NY,10128,36061015601,1-01540-7502
19803,82 Irving Place,Brooklyn,NY,11238,36047022700,3-01992-7501
19804,4 West 101st Street,New York,NY,10025,36061018900,1-01836-0037
19805,130 Barrow Street,New York,NY,10014,36061006900,1-00604-7501
19806,318 W 100th Street,New York,NY,10025,36061018700,1-01888-7501
19807,456 West 167th Street,New York,NY,10032,36061024900,1-02111-7501
19808,264 Water Street,New York,NY,10038,36061001501,1-00106-7504
19809,64 East 111th Street,New York,NY,10029,36061017402,1-01616-0049
19810,550 PARK PL,Brooklyn,NY,11238,36047021700,3-01168-0006
19811,211 East 51st Street,New York,NY,10022,36061009800,1-01325-7503
19812,80 Winthrop Street,Brooklyn,NY,11225,36047079601,3-05048-0034
19813,346 2nd Street,Brooklyn,NY,11215,36047013500,3-00974-7501
19814,640 West End Ave,New York,NY,10024,36061017900,1-01239-7501
19815,23-23 31st Ave,Queens,NY,11106,36081007300,4-00570-7501
19816,90 Hudson Street,New York,NY,10013,36061003300,1-00179-0017
19817,1710 AVENUE H,Brooklyn,NY,11230,36047052800,3-06701-0047
19818,342 East 110th Street,New York,NY,10029,36061018000,1-01681-7502
19819,473 Broadway,New York,NY,10012,36061004700,1-00474-7504
19820,145 Wellington Court,Staten Island,NY,10314,36085027702,5-02452-7503
19821,6485-95 Broadway,Bronx,NY,10471,36005034500,2-05856-0378
19822,6485-95 Broadway,Bronx,NY,10471,36005034500,2-05856-0378
19823,7 East 85th Street,New York,NY,10028,36061015001,1-01497-0007
19824,11 West 30th Street,New York,NY,10001,36061007600,1-00832-0032
19825,251 W 89th Street,New York,NY,10024,36061017500,1-01237-7501
19826,475 Broadway,New York,NY,10013,36061004700,1-00474-7505
19827,3335 81st Street,Jackson Heights,NY,11372,0,4-01254-0012
19828,450 Manhattan Avenue,Brooklyn,NY,1222,0,0
19829,171 Wellington Court,Staten Island,NY,10314,36085027702,5-02452-7503
19830,140 Fifth Avenue,New York,NY,10011,36061005400,1-00820-7501
19831,3315 81st Street,Jackson Heights,NY,11372,0,4-01254-0012
19832,3325 81st Street,Jackson Heights,NY,11372,0,4-01254-0012
19833,3316 82nd Street,Jackson Heights,NY,11372,0,4-01254-0012
19834,3326 82nd Street,Jackson Heights,NY,11372,0,4-01254-0012
19835,855 E 233rd Street,Bronx,NY,10466,36005043000,2-05000-0001
19836,6485-95 Broadway,Bronx,NY,10471,36005034500,2-05856-0378
19837,450 Manhattan Avenue,Brooklyn,NY,1222,0,3-02719-7501
19838,145 Wellington Court,Staten Island,NY,10314,36085027702,0
19839,195 Wellington Court,Staten Island,NY,10314,36085027702,5-02452-7503
19840,1259 Grant Avenue,Bronx,NY,10456,36005017901,2-02453-0081
19841,1275 Grant Avenue,Bronx,NY,10456,36005017901,2-02453-0068
19842,50 West 29th Street,New York,NY,10001,36061007600,1-00830-0074
19843,309 Lafayette Avenue,Brooklyn,NY,11238,36047019300,3-01933-0060
19844,345 Montgomery Street,Brooklyn,NY,11225,36047032100,3-01296-0064
19845,330 2nd Street,Brooklyn,NY,11215,36047013500,3-00974-7501
19846,330 2nd Street,Brooklyn,NY,11215,36047013500,3-00974-7501
19847,342 2nd Street,Brooklyn,NY,11215,36047013500,3-00974-7501
19848,171 Wellington Court,Staten Island,NY,10314,36085027702,5-02452-7503
19849,225 East 46th Street,New York,NY,10017,36061009000,1-01320-7504
19850,338 2nd Street,Brooklyn,NY,11215,36047013500,3-00974-7501
19851,1919 Madison Avenue,New York,NY,10035,36061019800,1-01748-0035
19852,350 2nd Street,Brooklyn,NY,11215,36047013500,3-00974-7501
19853,334 2nd Street,Brooklyn,NY,11215,36047013500,3-00974-7501
19854,7612 35th Avenue,Jackson Heights,NY,11372,0,4-1276-0001
19855,2828 Decatur Avenue,Bronx,NY,10458,36005040702,2-03279-0025
19856,2855 Southern boulevard,Bronx,NY,10548,0,2-03272-0002
19857,1075 Grand Concourse,Bronx,NY,10452,36005019500,2-02472-0011
