,"NYC Borough, Block and Lot (BBL)",Address 1,City,Postcode
2521,1-02139-0152,241 Ft Washington,New York,10032
2522,1-02137-0145,3921 Broadway,New York,10032
2523,1-02137-0190,3931 Broadway,New York,10032
2524,1-02137-0147,609 W 164 St,New York,10032
2525,1-02138-0155,614 W 170 St,New York,10032
2526,1-02137-0174,616-622 W 165 St,New York,10032
2527,1-02138-0147,624 W 170 St,New York,10032
2528,1-02137-0152,625 W 164 St,New York,10032
2529,1-02138-0175,625 W 169 St,New York,10032
2530,1-02138-0102,600 W 169 St,New York,10032
2531,1-00093-0034,57 Beekman Street,New York,10038
2532,1-02137-0181,602 WEST 165 STREET,New York,10032
2533,1-02138-0171,621 WEST 169 STREET,New York,10032
2534,1-02138-0183,641 WEST 169 STREET,New York,10032
2535,1-02139-0140,709 WEST 169 STREET,New York,10032
2536,1-02138-0143,640 WEST 170 STREET,New York,10032
2537,1-02139-0145,720 WEST 170 STREET,New York,10032
2538,1-02139-0159,235 FT WASHINGTON AVENUE,New York,10032
2539,1-01064-7502,421 W. 54th Street,New York,10019
2540,1-00610-7501,45 Christopher St,New York,10001
2541,1-01168-0010,235 West 76th Street,New York,10023
2542,4-00163-0019,43-07 42nd Street,Sunnyside,11104
2543,1-01868-0044,230 West 97th Street,New York,10001
2544,1-00188-7502,62 Beach Street,New York,10013
2545,1-01225-0001,711 Amsterdam Ave,New York,10025
2546,4-03322-0112,83-26 Lefferts Blvd.,Kew Gardens,11415
2547,1-01963-0055,114 Morningside Drive,New York,10027
2548,3048990033,4515 Snyder Ave,Brooklyn,11203
2549,1-01746-7501,1485 5th Ave,New York,10035
2550,1021390578,824 West 176th Street,New York,10033
2551,1021390537,2 South Pinehurst Avenue,New York,10033
2552,1012100055,150 West 80th Street,New York,10024
2553,1021800480,4411 Broadway,New York,10040
2554,4097100002,85-15 139th Street,Queens,11435
2555,1011970113,41 W 83rd Street,New York,10024
2556,1018780052,262 W 107th Street,New York,10025
2557,1021700066,4460 Broadway,New York,10040
2558,1-01512-0025,151 E. 83rd St.,New York,10028
2559,1-01586-0005,515 E. 89 St,New York,10128
2560,3-06116-0001,123 Marine Avenue,Brooklyn,11209
2561,1-01586-0013,525 E 89th Street,New York,10128
2562,1008780038,290 3rd Avenue,New York,10010
2563,1-00858-0008,10 East 29th Street,New York,10016
2564,1-01624-0015,"1500 Lexington Avenue, New York",Manhattan,10029
2565,1-01625-0016;1-01625-0013,"1510 Lexington Avenue, New York",Manhattan,10029
2566,1-01737-0025,15 West 139th Street,New York,10037
2567,1-01737-0015,45 West 139th Street,Manhattan,10037
2568,1-01737-0001,620 Lenox Avenue,Manhattan,10037
2569,1-01737-0069,630 Lenox Ave,New York,10037
2570,1-01963-0055,114 Morningside Drive,New York,10027
2571,2036270050:2036270040:2036270030:2036270020,820 Boynton Ave.,Bronx,10473
2572,1-01586-0035,530 E 90th Street,New York,10128
2573,1-02228-0025,514 West 211th Street,Manhattan,10034
2574,1-02175-0010,4672 Broadway,New York,10040
2575,1-02136-0086,47 Fort Washington Ave,New York,10032
2576,1006090033,110 West 14 Street,New York,10011
2577,1-00892-7503,45 Park Avenue,Manhattan,10016
2578,1-00545-0011,718 Broadway,New York,100003
2579,3-00413-7501,150 Fourth Avenue,Brooklyn,11217
2580,3002507501,75 Clinton Street,Brooklyn,11201
2581,1-02221-0011,165 Sherman Avenue,New York,10034
2582,2-03998-0010,1776 Castle Hill Avenue,Bronx,10462
2583,20028110024,1964 Grand Concourse,Bronx,10457
2584,4-01270-7501,3520 Leverich St,Queens,11372
2585,4-03096-0118,6395 Austin St,Queens,11374
2586,4-03083-0069,6400 Saunders St,Queens,11374
2587,1-01756-0039,50 East 132nd Street,Manhattan,10037
2588,1-00068-7502,90 William Street,New York,10038
2589,1-01418-0011,225 East 63rd Street,New York,10065
2590,1-00799-0003,160 West 24th Street,New York,10011
2591,3-02299-7501,214 N 11th Street,Brooklyn,11211
2592,4-02118-7501,99-32 - 99-72 66 Rd,New York,11374
2593,1-01090-7501,635 W 42nd St,New York,10036
2594,1021800522,225 Bennett Avenue,New York,10040
2595,1-02217-0022,552 Academy Street,New York,10034
2596,2-04834-0033,645 East 231st Street,Bronx,10466
2597,1-01615-0014,23 East 109th Street,New York,10029
2598,1-00793-0067,154 West 18th Street,New York,10011
2599,3-07321-0001,1600 Avenue T,Brooklyn,11229
2600,2-05640-0018,160 Pilot Street,Bronx,10464
2601,1-02077-0001,3544 Broadway,New York,10031
2602,4-00607-0018,34-17/19 30 Street,Astoria,11106
2603,4-01526-0016,42-26 81ST STREET,ELMHURST,11373
2604,4-00673-0042,34-50 41 Street,Long Island City,11101
2605,4-00577-7501,30-44 29 Street,Astoria,11102
2606,4-01547-0001,84-19 51 Avenue,Elmhurst,11373
2607,4-03334-0250,78-14 Austin Street,Forest Hills,11375
2608,4-03154-0001,66-15 Thornton Place,Forest Hills,11374
2609,4-00872-0068,25-34 Crescent Street,Astoria,11102
2610,4-01855-7501,53-11 90 Street,Elmhurst,11373
2611,4-03166-0107,67-41 Burns Street,Forest Hills,11375
2612,4-05137-7502,137-10 Franklin Avenue,Flushing,11355
2613,4-02864-0017,86-04 Grand Avenue,Elmhurst,11373
2614,4-01551-0026,92-05 Whitney Avenue,Elmhurst,11373
2615,4-01470-0012,37-16/20 83 Street,Jackson Heights,11372
2616,4-06690-0016,149-05 79 Avenue,Flushing,11367
2617,4-03334-0186,77-16/20 Austin Street,Forest Hills,11375
2618,4-04343-0125,139-19/25 31 Road,Flushing,11354
2619,4-01517-0059,83-25 Vietor Avenue,Elmhurst,11373
2620,4-00341-7501,35-40 30TH STREET,ASTORIA,11106
2621,4-01569-0037,91-15 LAMONT AVENUE,ELMHURST,11373
2622,4-09738-7501,143-20 Hoover Avenue,Briarwood,11432
2623,4-04977-7501,136-75 37TH AVENUE,FLUSHING,11354
2624,4-02236-0001,72-11 110th Street,Forest Hills,11375
2625,4-01263-0001,76-10 34th Avenue,Flushing,11372
2626,4-01470-0024,37-30 83rd Street,Jackson Heights,11357
2627,4-03157-0101,66-15 Wetherole Street,Rego Park,11374
2628,3-06035-0006,402 85th Street,Brooklyn,11209
2629,1-00846-7501,5 East 17th Street,New York,10003
2630,2-03249-0202,2800 Sedgwick Ave,Bronx,10468
2631,1-02108-0003,940 Saint Nicholas Ave,New York,10032
2632,1-02221-0022,570 West 204th Street,New York,10034
2633,1-00911-7502,250 East 31st Street,Manhattan,10016
2634,2-03326-0105,45 East Mosholu Parkway,Bronx,10467
2635,2-05107-0010,4754 Richardson Ave,Bronx,10470
2636,2-03006-0026,1000 Freeman Street,Bronx,10459
2637,1-01789-7501,2293 3rd Avenue,New York,10035
2638,1-01954-0036,300 West 128th Street,New York,10027
2639,1-01146-0061,166 West 75th Street,New York,10023
2640,3-05248-0022,36 Kenilworth Place,Brooklyn,11210
2641,4-02151-0127,65-10 108th Street,Queens,11375
2642,4020930133,62-10 99th Street,Rego Park,11374
2643,1-01007-0054,150 West 55th Street,New York,10019
2644,4-08892-0050,8630 98 St,Queens,11421
2645,1-01995-0010,51-59 Tiemann Place,New York,10027
2646,1-01995-0005,61-69 Tiemann Place,New York,10027
2647,1-01594-0007,45-53 Central Park North,New York,10026
2648,2-03237-0145,2545 Sedgwick Ave,Bronx,10468
2649,3-01424-0049,897 Empire Blvd,Bronx,11213
2650,1-01717-0069,86 West 119th Street,New York,10026
2651,1-01869-7501,229 West 97th Street,New York,10025
2652,1-02075-0026,501 West 143rd Street,New York,10031
2653,1-01327-7501,211 East 53rd Street,New York,10022
2654,1-02122-0077,560 West 165th Street,New York,10032
2655,2-03165-0010,2388 Creston Avenue,Bronx,10468
2656,1-00795-7501,121West 19th Street,New York,10011
2657,3-06935-0001,2652 Cropsey Ave,Brooklyn,11214
2658,1-00766-7502,270 West 17th St,New York,10011
2659,1-00940-7501,333 East 34th Street,New York,10016
2660,1-00602-7501,One Morton Square,New York,10014
2661,1-01993-0023,3117-3131 Broadway,New York,10027
2662,1-00930-0012,319 E. 24th St,New York,10010
2663,1-00929-0001,401 1ST AVE; 400 2ND AVE;,New York,10010
2664,1-01484-7501,515 east 72nd Street,New York,10021
2665,1-02108-0033,473 W 158 Street,New York,10032
2666,1-00094-0001,80 Beekman Street,New York,10038
2667,1-01185-0025,333 West End Ave,New York,10023
2668,1-01334-0022,25 Tudor City Place,New York,10017
2669,3-06759-0026,1550 East 13th Street,Brooklyn,11230
2670,3-06511-0001,800 Avenue H,Brooklyn,11230
2671,3-06747-0073,1355 East 18th Street,Brooklyn,11230
2672,1-01338-0005,310 East 46 Street,New York,10017
2673,1-01893-0001,360 Riverside Drive,New York,10025
2674,3-00245-7501,"360 Furman Street Brooklyn, NY 11201",Brooklyn,11201
2675,2-02878-0178,1730 Andrews Avenue,Bronx,10453
2676,2-02869-0009,1820 Harrison Street,Bronx,10461
2677,2-02713-0002,955 East 163rd Street,Bronx,10459
2678,2-02878-0170,1710 Andrews Avenue,Bronx,10453
2679,2-02724-0005,975 Simpson Street,Bronx,10459
2680,2-03061-0036,555 East 178th Street,Bronx,10460
2681,2-02757-0028,1075 Longfellow,Bronx,10459
2682,2-02990-0043,1671 Vyse Avenue,Bronx,10460
2683,2-02873-0103,1541 Shakespeare Avenue,Bronx,10452
2684,2-02712-0023,940 Tiffany Street,Bronx,10459
2685,2-02990-0034,1693 Vyse Avenue,Bronx,10460
2686,2-03061-0026,2015 Monterey Avenue,Bronx,10460
2687,2-02712-0001,891 Fox Street,Bronx,10459
2688,2-02712-0040,901 Fox Street,Bronx,10459
2689,1-01925-0036,1990 7th Avenue,New York,10026
2690,2-02997-0001,1662 Vyse Avenue,Bronx,10460
2691,2-02723-0012,923 Simpson Street,Bronx,10459
2692,2-02997-0017,1696 Vyse Avenue,Bronx,10460
2693,2-02722-0048,900 Fox Street,Bronx,10459
2694,2-02983-0038,1687 Hoe Avenue,Bronx,10460
2695,2-02872-0252,80 Featherbed Lane,Bronx,10452
2696,2-02997-0026,1715 Bryant Avenue,Bronx,10460
2697,2-02997-0009,1680 Vyse Avenue,Bronx,10460
2698,2-02990-0027,1717 Vyse Avenue,Bronx,10460
2699,2-02997-0005,1668 Vyse Avenue,Bronx,10460
2700,2-02997-0013,1690 Vyse Avenue,Bronx,10460
2701,2-02711-0019,960 East 163rd Street,Bronx,10459
2702,2-02990-0050,1665 Vyse Avenue,Bronx,10460
2703,2-02757-0024,1083 Longfellow Avenue,Bronx,10459
2704,2-02750-0020,1076 Faile Street,Bronx,10459
2705,2-03061-0022,2023 Monterey Avenue,Bronx,10460
2706,1-01904-0061,1995 7th Avenue,New York,10026
2707,1-00569-0001,43 Fifth Ave,New York,10038
2708,1-00446-7502,99 E 4th St,New York,10003
2709,1-01824-0016,95 Lenox Avenue,New York,10026
2710,1-00904-9024,401 Second Avenue,Manhattan,10010
2711,2-02880-0153,1750 Sedgwick Ave,New York,10453
2712,1-01740-0007,650 Lenox Avenue,New York,10037
2713,1-01827-0001,2050 8th Avenue,New York,10026
2714,1-01221-0001,621 Amsterdam Avenue,New York,10024
2715,2-02378-0034,429 East 156th Street,New York,10455
2716,1-01612-0001,1250 5th Avenue,New York,10029
2717,1-01938-0050,220 West 133rd Street,New York,10030
2718,2-02640-0050,1071 Tinton Avenue,Bronx,10456
2719,1-00745-7503,221 8th Avenue,New York,10011
2720,1-02179-0106,829 West 181 Street,New York,10033
2721,1-02139-0170,708 West 171 Street,New York,10032
2722,1-00816-7503,50 West 15th Street,New York,10011
2723,3-07238-0115,2650 Ocean Parkway,Brooklyn,11235
2724,3-05279-0019,185 Prospect Park SW,Brooklyn,11218
2725,3007290072,405 44th Street,Brooklyn,11220
2726,2031340014,984 Bronx Park South,Bronx,10460
2727,2031340020,990 Bronx Park South,Bronx,10460
2728,2-02527-0061,1055 University Avenue,Bronx,10452
2729,2-02529-0063,1261 Merriam Avenue,Bronx,10452
2730,2-02879-0192,150 West Burnside Avenue,Bronx,10453
2731,2-02822-0019,1749 Grand Concourse,Bronx,10453
2732,2-02879-0170,190 West Burnside Avenue,Bronx,10453
2733,,2710 Bainbridge Avenue,Bronx,10458
2734,2-03253-0054,2755-61 Sedgwick Avenue,Bronx,10468
2735,2-03253-0051,2763-69 Sedgwick Avenue,Bronx,10468
2736,2-02784-0010,306 East 171st Street,Bronx,10457
2737,2-02603-0001,540 Southern Boulevard,Bronx,10455
2738,2-02506-0121,80 West 170th Street,Bronx,10452
2739,3060780010,9000 Shore Road,Brooklyn,11209
2740,1-01011-0042,120 Central Park S.,New York,10019
2741,3-02549-0036,59 KENT ST,BROOKLYN,11222
2742,3-03331-0036,1041 bushwick ave,brooklyn,11221
2743,1021790221,567 Fort Washington Avenue,New York,10033
2744,2057230100,500 Kappock Street,Bronx,10463
2745,4033400044,111-23 76 Rd,Queens,11375
2746,3-00157-0001,11 Hoyt Street,Brooklyn,11201
2747,4-15771-0011,"530 Briar Place,",Queens,11691
2748,1-01007-0001,"841 7 Avenue,",Manhattan,10019
2749,4-05146-0036,137-60 45 Avenue,Queens,11355
2750,4-15753-0072,23-11 cornaga avenue,Queens,11691
2751,4-09693-0019,148-28 88 avenue,queens,11435
2752,4-01511-0001,40-45 elbertson street,queens,11373
2753,4-09692-0072,147-25 88 Avenue,Queens,11435
2754,4-01510-0020,89-25 elmhurst avenue,queens,11373
2755,4-01552-0001,40-51 denman street,queens,11373
2756,4-01553-0001,41-11 elbertson street,queens,11373
2757,4-01476-0001,88-02 37 avenue,queens,11372
2758,4-01290-0001,37-06 80 Street,Queens,11372
2759,4-03321-0061,83-31 116th street,Queens,11418
2760,4-09693-0042,148-45 89th Avenue,Queens,11435
2761,4-15771-0064,439 Beach 22nd Street,Queens,11691
2762,4-09753-0015,90-05 153rd Street,Queens,11432
2763,4-02974-0060,62-29 84th Street,Queens,11379
2764,4-01907-0001,55-30 98 Place,Queens,11368
2765,4-01945-0001,99-04 57th Avenue,Queens,11368
2766,4-02974-0085,62-42 Woodhaven Blvd.,Queens,11374
2767,4-01908-0001,55-25 98 Place,Queens,11368
2768,4-01553-0001,41-42 66 Street,Queens,11377
2769,4-03170-0001,100-11 67 Road,Queens,11375
2770,4-09951-0011,"182-25 Wexford Terrace,",Queens,11432
2771,4-01273-0001,"73-12 35 Avenue,",Queens,11372
2772,4-02113-0001,"64-11 99 Street,","Queens,",11374
2773,3-08710-7501,"10 Shore Boulevard,",Brooklyn,10022
2774,3-08710-7501,40 Shore Boulevard,Brooklyn,11235
2775,3-05868-7501,6902 Narrows Avenue,Brooklyn,11209
2776,3-06083-0001,9101 Shore Road,Brooklyn,11209
2777,3-05928-0001,7423 Ridge Boulevard,Brooklyn,11209
2778,3-05938-0047,7520 Ridge Boulevard,Brooklyn,11209
2779,4-09836-0022,164-20 Highland Avenue,Queens,11432
2780,3-07260-0028,2727 Ocean Parkway,Brooklyn,11235
2781,3-05980-0001,7901 4th Avenue,Brooklyn,11209
2782,4-09845-0027,172-70 Highland Avenue,Queens,11432
2783,3-06414-7501,8686 Bay Parkway,Brooklyn,11214
2784,3-05305-0051,36 Dahill Road,Brooklyn,11218
2785,4-03080-0043,63-45 Saunders Street,Queens,11374
2786,3-08685-0083,3111 Brighton 2 Street,Brooklyn,11235
2787,1-01520-0025,155 East 91 Street,Manhattan,10128
2788,3-06694-0050,1220 Ocean Avenue,Brooklyn,11230
2789,3-06694-0055,1220 Ocean Avenue,Brooklyn,11230
2790,3-04966-0009,1304 New York Avenue,Brooklyn,11203
2791,3-05121-0001,1700 Albemarle Road,Brooklyn,11226
2792,3-01288-0045,201 Crown Street,Brooklyn,11225
2793,3-04918-0025,450 East 34 Street,Brooklyn,11203
2794,3-01332-0030,532 Lefferts Avenue,Brooklyn,11225
2795,3-05084-0001,77 Linden Boulevard,Brooklyn,11226
2796,3-01228-0007,780 Saint Marks Avenue,Brooklyn,11213
2797,4-04410-0056,"31-30/50/70 138 Street,",Flushing,11375
2798,4-02134-0050,102-25/35/45/55 67 Road,Queens,11375
2799,4-02186-0002,66-01 110 Street,Queens,11375
2800,4-02186-0038,111-33 66 Avenue,"Forest Hills,",11375
2801,4-02186-0075,111-18 66 Avenue,Queens,11375
2802,4-09837-0080,165-20 Highland Avenue,Queens,11432
2803,3-05150-0006,734 Ocean Avenue,Brooklyn,11226
2804,3-05150-0013,"750 Ocean Avenue,",Brooklyn,11226
2805,3-06656-0006,1702 Dahill Road,Brooklyn,11223
2806,3-05139-0035,2801 Beverley Road,Brooklyn,11226
2807,3-06019-0041,8302 6 Avenue,Brooklyn,11209
2808,3-04621-0001,155 East 51 Street,Brooklyn,11203
2809,3-06115-0037,112 Marine Avenue,Brooklyn,11209
2810,1-00484-7501,501 Broadway,New York,10012
2811,1-00551-0016,27 Washington Square North,New York,10011
2812,1013837501,11 East 68 Street,New York,10001
2813,1015147502,151 E 85th St,New York,10028
2814,1-00180-7508,339 Greenwich Street,New York,10013
2815,1-01380-7501,40 East 66th Street,New York,10065
2816,1002317501,443 Broadway,New York,10013
2817,4-03170-0001,100-11 67 Road,Queens,11375
2818,4-09951-0011,"182-25 Wexford Terrace,",Queens,11432
2819,4-01273-0001,"73-12 35 Avenue,",Queens,11372
2820,4-02113-0001,"64-11 99 Street,","Queens,",11374
2821,3-08710-7501,"10 Shore Boulevard,",Brooklyn,10022
2822,3-08710-7501,40 Shore Boulevard,Brooklyn,11235
2823,3-05868-7501,6902 Narrows Avenue,Brooklyn,11209
2824,3-06083-0001,9101 Shore Road,Brooklyn,11209
2825,3-05928-0001,7423 Ridge Boulevard,Brooklyn,11209
2826,3-05938-0047,7520 Ridge Boulevard,Brooklyn,11209
2827,4-09836-0022,164-20 Highland Avenue,Queens,11432
2828,3-07260-0028,2727 Ocean Parkway,Brooklyn,11235
2829,3-05980-0001,7901 4th Avenue,Brooklyn,11209
2830,4-09845-0027,172-70 Highland Avenue,Queens,11432
2831,3-06414-7501,8686 Bay Parkway,Brooklyn,11214
2832,3-05305-0051,36 Dahill Road,Brooklyn,11218
2833,4-03080-0043,63-45 Saunders Street,Queens,11374
2834,3-08685-0083,3111 Brighton 2 Street,Brooklyn,11235
2835,1-01520-0025,155 East 91 Street,Manhattan,10128
2836,2-02925-0050,1385 Fulton Ave,Bronx,10456
2837,2-02707-0011,745 Fox St,Bronx,10455
2838,2-02407-0023,863 Melrose Ave,Bronx,10451
2839,1-01767-0005,117 East 118th St,New York,10035
2840,2-02917-0017,480 East 176th St,Bronx,10457
2841,2-02919-0043,3857 3rd Avenue,Bronx,10457
2842,1-01576-0037,518 East 80th Street,New York,10075
2843,1-01523-0050,1469 Lexington Avenue,New York,10128
2844,1-00799-0035,101-113 West 23rd Street,Manhattan,10011
2845,1-02096-0026,3621 Broadway,Manhattan,10031
2846,1018460044,2053 8th Avenue,Manhattan,10026
2847,1-00173-0027,88 Leonard St,New York,10013
2848,1-01171-0148,400 W. 63rd St.,New York,10069
2849,3-06523-0027,1013 Ave J,Brooklyn,11230
2850,1020390058,262 W 154TH ST,Manhattan,10039
2851,1-01383-7501,11 East 68th Street,New York,10065
2852,1-01044-7501,301 West 53rd Street,New York,10019
2853,1-01183-0053,344 West 72nd Street,New York,10023
2854,2-03134-0014,984 Bronx Park South,Bronx,10460
2855,2-03134-0020,990 Bronx Park South,Bronx,10460
2856,2-03287-0043,2710 Bainbridge Avenue,Bronx,10458
2857,3-01902-0001;3-01902-0022;3-01901-0001,165-210 Clinton Ave,Brooklyn,11205
2858,3-01944-0004;3-01930-0001,325-365 Clinton Ave,Brooklyn,11238
2859,2-02478-0007,1068 Gerard Avenue,New York,10452
2860,2-02877-0233,1491 Montgomery Ave,New York,10453
2861,1-01888-7504,270 Riverside Drive,New York,10025
2862,2028610021,1694 Davidson Ave,Bronx,10453
2863,2028610119,1780 Davidson Ave,Bronx,10453
2864,3-03896-0035,233 Jamaica Ave.,BROOKLYN,11207
2865,1-00015-7502,20 West St,New York,10006
2866,2-02876-0194,1647 Macombs Rd,New York,10453
2867,2-02878-0090,1669 University Ave,New York,10453
2868,3-01091-0035,135 Prospect Park West,New York,11215
2869,1-00522-7502,640 Broadway,New York,10012
2870,1-01363-0043,400 E. 52 St,New York,10022
2871,1-01505-0040,1192 Park Avenue,New York,10128
2872,1-01523-0001,1199 Park Ave,New York,10128
2873,3-01327-0072,105 Lincoln Rd.,Brooklyn,11225
2874,3-07674-0039,1877 Ocean Ave.,Brooklyn,11230
2875,3-05841-0001,6623 Ridge Blvd.,Brooklyn,11220
2876,3-05233-0015,612 Argyle Rd.,Brooklyn,11230
2877,3-06748-0045,1866 Ocean Ave.,Brooklyn,11230
2878,4-00139-0024,43-10 49th Street,New York,11104
2879,3-05246-0047,600 East 26th Street,Brooklyn,11210
2880,2-03318-0052,2775 Morris Ave.,Bronx,10468
2881,4-02136-0033,6770 Yellowstone Blvd,Queens,11375
2882,4-03087-0002,6541 Booth St,Rego Park,11374
2883,4-00946-7501,19-90 78th Street,Queens,11370
2884,4-00947-7501,78-03 19th Drive,Queens,11370
2885,4-00949-7501,19-35 80th Street,Queens,11370
2886,4-00948-7501,78-03 19th Drive,Queens,11370
2887,4-00973-7501,77-03 Ditmars Boulevard,Queens,11370
2888,4-01008-7501,22-31 76 Street,Queens,11370
2889,4-03880-0097,90-60 Union Turnpike,Queens,11385
2890,4-00974-7501,21-59 78 Street,Queens,11370
2891,4-01009-7501,22-43 77 Street,Queens,11370
2892,4-01007-7501,22-20 78th Street,Queens,11370
2893,4-00972-7501,76-03 Ditmars Boulevard,Queens,11370
2894,1-00222-7501,181 Hudson St.,New York City,10013
2895,1-00796-7502,121 West 20th St.,New York City,10011
2896,1-00830-0046,2 West 29th St.,New York City,10001
2897,1-01891-0001,320 Riverside Drive,New York City,10025
2898,1-01832-0036,370 Central Park West,New York City,10025
2899,1-00753-0051,320 West 30th St.,New York City,10001
2900,1-01167-0001,320 West End Ave.,New York City,10023
2901,1-00560-7502,40 East 9th St.,New York City,10003
2902,1-01185-0019,325 West End Ave.,New York City,10023
2903,1-01896-0001,420 Riverside Drive,New York City,10025
2904,1-01138-0053,"130 West 67th St., 128 West 67th St.",New York City,10023
2905,1-01513-0020,145 East 84th St.,New York City,10028
2906,1-00833-7502,9 West 31st St.,New York City,10001
2907,1-01145-0001,175 West 73rd Street,New York,10023
2908,1-01210-0015,145 West 79th St.,New York City,10024
2909,1-01246-0058,126 Riverside Drive,New York,10024
2910,1-00177-7501,53 Leonard Street,New York,10013
